registration_number,legal_name,trade_name,address,county,status,status_label,date_first_registered,date_registered_begins,registered_through,deleted_date,latitude,longitude
29322,"AAPEX COMMUNITY PHARMACY, INC",AAPEX PHARMACY,1307 W. CLAY STREET HOUSTON TX 77019,,Active,Establishment Status,"January 15, 2009","January 01, 2021","December 31, 2023",,29.7551406,-95.39623680000001
38459,AAZ RX INC.,RDS PHARMACY,121-17 JAMAICA AVE. RICHMOND HILL NY 11418,QUEENS,Active,Establishment Status,"December 01, 2020","December 01, 2020","November 30, 2023",,40.7005822,-73.82850789999999
29995,"ABRAXIS BIOSCIENCE, LLC",,86 MORRIS AVE SUMMIT NJ 07901,,Active,Establishment Status,"February 05, 2010","February 01, 2022","January 31, 2025",,40.7088034,-74.3448174
35104,ABSOLUTERX PHARMACY INC.,,5322 8TH AVENUE BROOKLYN NY 11220,KINGS,Active,Establishment Status,"December 14, 2016","December 01, 2022","November 30, 2025",,40.6391451,-74.0061303
31914,"ACCRX, INC",ACC APOTHECARY,153 CALIFORNIA ST NEWTON MA 02458,,Active,Establishment Status,"August 22, 2013","August 01, 2022","July 31, 2025",,42.3647912,-71.1940978
39513,"ACCUMIX PHARMACY, LLC",ACCUMIX PHARMACY,655 W GRAND AVE STE 240 ELMHURST IL 60126,,Active,Establishment Status,"June 10, 2022","June 10, 2022","May 31, 2025",,41.9259249,-87.9633116
35211,ACE-RX SPECIALTY PHARMACY INC.,ACE-RX SPECIALTY PHARMACY,2628 COUNTY ROAD 516 OLD BRIDGE NJ 08857,,Active,Establishment Status,"December 28, 2016","December 01, 2022","November 30, 2025",,40.4040634,-74.3219101
37277,"ACELRX PHARMACEUTICALS, INC.",,25821 INDUSTRIAL BLVD STE 400 HAYWARD CA 94545,,Active,Establishment Status,"January 30, 2019","January 01, 2022","December 31, 2024",,37.6339073,-122.1153793
32696,ADHERERX INC,,118 MACKENAN DR SUITE 200 CARY NC 27511,,Active,Establishment Status,"March 07, 2014","March 01, 2020","February 28, 2023",,35.732934,-78.8077306
38711,ADHERERX INCORPORATED,,1343 N. COLORADO ST STE 109 GILBERT AZ 85233-1618,,Active,Establishment Status,"April 20, 2021","April 20, 2021","March 31, 2024",,33.3739275,-111.8386081
27832,ADVANCED OXY-MED SERVICES INC,,5 JEANNE DRIVE SUITE 3 NEWBURGH NY 12550,DUTCHESS,Active,Establishment Status,"August 04, 2006","July 01, 2021","June 30, 2024",,41.5433349,-74.0609741
34869,ADVANCED RX INC.,,76-12 ROOSEVELT AVE. JACKSON HEIGHTS NY 11372,QUEENS,Active,Establishment Status,"October 26, 2016","October 01, 2022","September 30, 2025",,40.7469422,-73.8890668
33780,ADVANCED RX RETURNS INC.,OMEGA RX RETURNS,926 NEWARK AVE #503 JERSEY CITY NJ 07306,,Active,Establishment Status,"July 16, 2015","July 01, 2021","June 30, 2024",,40.737064,-74.070408
34416,"ADVANCED RX, LLC",,414 COMMERCE DRIVE STE 100 FORT WASHINGTON PA 19034,,Active,Establishment Status,"February 23, 2016","February 01, 2022","January 31, 2025",,40.1392422,-75.1959428
37597,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORP,EXPEDIEN RX PHARMACY,582 MONROE ROAD SUITE 1412B SANFORD FL 32771,,Active,Establishment Status,"September 13, 2019","September 01, 2022","August 31, 2025",,28.820533,-81.3244433
36153,"ALEXANDER PHARMACY, LLC",ALEXANDER PHARMACY,222 ALEXANDER ST. STE 2700 ROCHESTER NY 14607,MONROE,Active,Establishment Status,"February 27, 2018","February 01, 2021","January 31, 2024",,43.149911,-77.5954318
39360,ALEXANDRIA PHARMACY INC.,,25-46 STEINWAY ST ASTORIA NY 11103,QUEENS,Active,Establishment Status,"February 01, 2022","February 01, 2022","January 31, 2025",,40.766896,-73.912859
38888,"ALEXION PHARMACEUTICALS, INC.",,100 COLLEGE STREET NEW HAVEN CT 06510,,Active,Establishment Status,"February 15, 2022","February 15, 2022","January 31, 2025",,41.304215,-72.9317535
33619,ALEXSO INC,,2317 COTNER AVE LOS ANGELES CA 90064,,Active,Establishment Status,"April 17, 2015","April 01, 2021","March 31, 2024",,34.03723,-118.4380323
36570,ALICE RX CORP,,231 SOUTH 3RD ST. BROOKLYN NY 11211,KINGS,Active,Establishment Status,"May 22, 2018","May 01, 2021","April 30, 2024",,40.7110714,-73.9581079
39717,ALIGHT RX LLC,,120 BETHPAGE RD STE 209 HICKSVILLE NY 11801,NASSAU,Active,Establishment Status,"September 30, 2022","September 30, 2022","August 31, 2025",,40.77636030000001,-73.5255924
33120,ALL RX PHARMACY II INC.,,1231 AVE U BROOKLYN NY 11229,KINGS,Active,Establishment Status,"October 08, 2014","October 01, 2020","September 30, 2023",,40.5987501,-73.9589353
35907,ALL RX PHARMACY III LLC,,136-19 41 AVENUE FLUSHING NY 11355,QUEENS,Active,Establishment Status,"December 26, 2017","December 01, 2020","November 30, 2023",,40.7588732,-73.8288735
31552,ALL RX PHARMACY INC,,40-22 MAIN ST SUITE 1A FLUSHING NY 11354,QUEENS,Active,Establishment Status,"November 01, 2012","November 01, 2021","October 31, 2024",,40.7589995,-73.8300737
28470,ALLERTON CORP.,BRONX PHARMACY,1320 METROPOLITAN AVE. BRONX NY 10462-7971,BRONX,Active,Establishment Status,"July 24, 2007","July 01, 2022","June 30, 2025",,40.833808,-73.8606133
38722,ALPHAMED RX INC.,,3529 HIGHWAY 81 LOGANVILLE GA 30052,,Active,Establishment Status,"February 09, 2021","February 09, 2021","January 31, 2024",,33.8211681,-83.87650939999999
39695,AMENIA PHARMACY RX LLC,AMENIA DRUGS,5094 ROUTE 22 #48 AMENIA NY 12501,DUTCHESS,Active,Establishment Status,"December 22, 2022","December 22, 2022","November 30, 2025",,41.8586226,-73.5507167
33294,AMERIPHARM INC,MEDVANTX SPECIALTY PHARMACY,1860 OUTER LOOP STE 348 LOUISVILLE KY 40219,,Active,Establishment Status,"July 03, 2015","July 01, 2021","June 30, 2024",,38.129501,-85.733789
28233,"AMERIPHARM, INC.",MED VANTX PHARMACY SERVICES,MED VANTX PHARMACY SERVICES 2503 E. 54TH ST N. SIOUX FALLS SD 57104,,Active,Establishment Status,"January 16, 2007","January 01, 2022","December 31, 2024",,43.5941114,-96.69414440000001
36957,ANCHOR RX PHARMACY INC.,ANCHOR RX PHARMACY,3110 LONG BEACH RD. OCEANSIDE NY 11572-3200,NASSAU,Active,Establishment Status,"January 04, 2019","January 01, 2022","December 31, 2024",,40.6362908,-73.6405951
31949,ANOVORX DISTRIBUTION LLC,,1710 N SHELBY OAKS DR SUITE 6 MEMPHIS TN 38134,,Active,Establishment Status,"April 09, 2013","April 01, 2022","March 31, 2025",,35.1713004,-89.8526953
31961,ANOVORX GROUP LLC,,1710 N SHELBY OAKS DR SUITE 1 MEMPHIS TN 38134,,Active,Establishment Status,"August 29, 2013","August 01, 2022","July 31, 2025",,35.1705729,-89.85258250000001
27796,"ANTEKA RX, INC.",,511 BRIGHTON BEACH AVE BROOKLYN NY 11235,KINGS,Active,Establishment Status,"May 09, 2006","April 01, 2021","March 31, 2024",,40.577765,-73.9620754
38850,"APEX LTC PHARMACY, LLC",APEX LTC PHARMACY,2650 US ROUTE 130 STE D CRANBURY NJ 08512,,Active,Establishment Status,"April 23, 2021","April 23, 2021","March 31, 2024",,40.32771640000001,-74.505545
29644,APEX PHARMACY INC.,,114-49 SUTPHIN BLVD JAMAICA NY 11434,QUEENS,Active,Establishment Status,"August 25, 2009","August 01, 2021","July 31, 2024",,40.6850712,-73.7927629
36064,APNA EXPRESS PHARMACY INC.,,74-12 37TH AVE. JACKSON HEIGHTS NY 11372,QUEENS,Active,Establishment Status,"April 03, 2018","April 01, 2021","March 31, 2024",,40.7487888,-73.8913014
39669,APNA RX INC.,,260-05 HILLSIDE AVE GLEN OAKS NY 11004,QUEENS,Active,Establishment Status,"December 13, 2022","December 13, 2022","November 30, 2025",,40.7375303,-73.7083274
25806,APOTEX CORP,,2516 AIRWEST BLVD PLAINFIELD IN 46168,,Active,Establishment Status,"March 25, 2003","February 01, 2021","January 31, 2024",,39.6888456,-86.3550286
29789,A TO Z PHARMACY INC.,,9407 FIFTH AVE BROOKLYN NY 11209,KINGS,Active,Establishment Status,"October 30, 2009","October 01, 2021","September 30, 2024",,40.616185,-74.0304537
38457,"A.E. PHARMACY, LLC",AMAZON PHARMACY #001,4500 S. PLEASANT VALLEY RD STE 201 AUSTIN TX 78744,,Active,Establishment Status,"November 13, 2020","November 13, 2020","October 31, 2023",,30.2057077,-97.74319600000001
40090,"ALERACARE ARIZONA PHARMACY, LLC",ALERACARE PHARMACY,4045 E. BELL RD STE 163 PHOENIX AZ 85032,,Active,Establishment Status,"January 23, 2023","January 23, 2023","December 31, 2025",,33.6396933,-111.9951311
38029,ALIZACELINA INC.,BRIGHT CARE PHARMACY,430 E 149TH STREET BRONX NY 10455,BRONX,Active,Establishment Status,"March 02, 2020","March 02, 2020","February 28, 2023",,40.815282,-73.9163025
35930,AMAZING CARE PHARMACY INC,AMAZING CARE PHARMACY,13519 ROOSEVELT AVE. FLUSHING NY 11354,QUEENS,Active,Establishment Status,"December 04, 2017","December 01, 2020","November 30, 2023",,40.7593025,-73.8313119
35553,"AMAZING CHOICE PHARMACY, INC.",,6B ELIZABETH ST. NEW YORK NY 10013,KINGS,Active,Establishment Status,"July 11, 2017","July 01, 2020","June 30, 2023",,40.7156564,-73.9974108
35175,AMAZING COMMUNITY PHARMACY LLC,AMAZING PHARMACY,595 EAST TREMONT AVE. BRONX NY 10457-4727,BRONX,Active,Establishment Status,"December 23, 2016","December 01, 2022","November 30, 2025",,40.8468101,-73.893525
30141,AMAZON PHARMACY INC.,,42-10 43RD AVENUE SUNNYSIDE NY 11104,QUEENS,Active,Establishment Status,"June 08, 2010","June 01, 2022","May 31, 2025",,40.7451416,-73.9218016
33985,ANAZAOHEALTH CORPORATION,,7465 W SUNSET RD SUITE 1200 LAS VEGAS NV 89113-5339,,Active,Establishment Status,"July 22, 2016","July 01, 2022","June 30, 2025",,36.0697943,-115.2541387
28882,ANAZAOHEALTH CORPORATION,,7465 W SUNSET RD LAS VEGAS NV 89113,,Active,Establishment Status,"March 17, 2008","March 01, 2020","February 28, 2023",,36.0697265,-115.2536602
22,ARNOLD & MARIE SCHWARTZ COLLEGE OF PHARMACY &,,HEALTH SCIENCES OF LIU UNIVERSITY PLAZA 75 DE KALB AVE. BROOKLYN NY 11201,KINGS,Active,Establishment Status,"January 01, 1931","February 01, 2022","January 31, 2025",,40.6914528,-73.9812638
35645,ASTRAZENECA PHARMACEUTICALS LP,,355 OMICRON COURT SHEPHERDSVILLE KY 40165,,Active,Establishment Status,"June 23, 2017","June 01, 2020","May 31, 2023",,37.96258330000001,-85.67636240000002
25973,ASTRAZENECA PHARMACEUTICALS LP.,,587 OLD BALTIMORE PIKE NEWARK DE 19702,,Active,Establishment Status,"May 02, 2003","April 01, 2021","March 31, 2024",,39.6524204,-75.7040742
30199,ATLANTIC BUSINESS ORGANIZATION CORP.,ABO PHARMACEUTICALS,ABO PHARMACEUTICALS 7930 ARJONS DR SUITE A SAN DIEGO CA 92126,,Active,Establishment Status,"June 01, 2010","June 01, 2022","May 31, 2025",,32.8951912,-117.1487605
30808,AVE Z PHARMACY INC.,MONICA'S PHARMACY,1324 SHEEPSHEAD BAY RD. BROOKLYN NY 11235,KINGS,Active,Establishment Status,"October 12, 2011","October 01, 2020","September 30, 2023",,40.5876185,-73.9555793
27429,AVZ CORP.,AV PHARMACY,94-61 CORONA AVENUE ELMHURST NY 11373,QUEENS,Active,Establishment Status,"September 27, 2005","September 01, 2020","August 31, 2023",,40.74234,-73.867818
37074,"AZ PHARMACY, LLC",AMAZON PHARMACY #002,3809 E. WATKINS STREET PHOENIX AZ 85034,,Active,Establishment Status,"November 15, 2018","November 01, 2021","October 31, 2024",,33.4237461,-111.9978204
25625,"AZURITY PHARMACEUTICALS, INC.",,841 WOBURN ST WILMINGTON MA 01887,,Active,Establishment Status,"March 13, 2003","February 01, 2021","January 31, 2024",,42.5285698,-71.14975629999999
26500,"BELLMORE PHARMACY, INC",KEE-ZAC PHARMACY,111 BEDFORD AVENUE BELLMORE NY 11710,NASSAU,Active,Establishment Status,"April 13, 2004","May 01, 2022","April 30, 2025",,40.6713557,-73.5284612
32347,BLITZ PHARMACY INC.,BLITZ PHARMACY,485 MAPLE ST. BIG FLATS NY 14814,CHEMUNG,Active,Establishment Status,"October 25, 2013","October 01, 2022","September 30, 2025",,42.1412209,-76.9335846
38534,"BRAZO PHARMACY, LLC",ELEVATE RX,2700 TECHNOLOGY FOREST BLVD STE 200 THE WOODLANDS TX 77381,,Active,Establishment Status,"October 27, 2020","October 27, 2020","September 30, 2023",,30.175269,-95.4795371
33230,BRIGHTON PHARMACY II INC.,ZUCKERMAN DRUGS,701 BRIGHTON BEACH AVE. BROOKLYN NY 11235-6413,KINGS,Active,Establishment Status,"December 12, 2014","December 01, 2020","November 30, 2023",,40.57809049999999,-73.9605509
26825,BRUCKNER PLAZA PHARMACY INC.,SOUNDVIEW PHARMACY,751 WHITE PLAINS ROAD BRONX NY 10473,BRONX,Active,Establishment Status,"September 24, 2004","September 01, 2022","August 31, 2025",,40.8214114,-73.85868660000001
35397,CANARSIE CORP,CANARSIE PLAZA PHARMACY,8721 FLATLANDS AVE. BROOKLYN NY 11236,KINGS,Active,Establishment Status,"April 21, 2017","April 01, 2020","March 31, 2023",,40.6392994,-73.907771
34041,CAREMARK ARIZONA SPECIALTY PHARMACY LLC,CVS/SPECIALTY,2700 WEST FRYE RD SUITE 200 CHANDLER AZ 85224-4950,,Active,Establishment Status,"October 22, 2015","October 01, 2021","September 30, 2024",,33.2996291,-111.8889545
39629,"CHEN SHWEZIN, INC.",PARK COMPOUNDING PHARMACY,4333 PARK TERRACE DRIVE STE 160 WESTLAKE VILLAGE CA 91361,,Active,Establishment Status,"May 18, 2022","May 18, 2022","April 30, 2025",,34.143927,-118.8024641
30087,CROSS BAY CHEMIST OF OZONE PARK CORP.,CROSS BAY CHEMIST,96-05 101ST AVE. OZONE PARK NY 11416,QUEENS,Active,Establishment Status,"May 03, 2010","May 01, 2022","April 30, 2025",,40.6848454,-73.8447606
35338,DAAZIN INC.,GREEN PHARMACY,567 SUTTER AVE. BROOKLYN NY 11207-4029,KINGS,Active,Establishment Status,"April 04, 2017","April 01, 2020","March 31, 2023",,40.6692017,-73.8979645
17113,DALIZA PHARMACY INC.,DALIZA PHARMACY,3481 BROADWAY NEW YORK NY 10031,NEW YORK,Active,Establishment Status,"June 08, 1981","July 01, 2022","June 30, 2025",,40.8247071,-73.9520216
37764,DRUGZONE PHARMACEUTICALS INC,,105 AIRPORT EXECUTIVE PARK NANUET NY 10954,ROCKLAND,Active,Establishment Status,"November 01, 2019","November 01, 2022","October 31, 2025",,41.1089618,-74.0279365
32398,DZ TOV DRUGS LLC.,ORGANIC CHEMISTS,28-15 STEINWAY ST. ASTORIA NY 11103-3331,QUEENS,Active,Establishment Status,"December 31, 2013","December 01, 2022","November 30, 2025",,40.7649587,-73.91386829999999
27507,ELIZABETH PHARMACY INC,,132-31 41ST AVENUE FLUSHING NY 11355,QUEENS,Active,Establishment Status,"October 07, 2005","October 01, 2020","September 30, 2023",,40.7569711,-73.8326479
30218,ELIZABETH SETON PEDIATRIC CENTER,ELIZABETH SETON CHILDREN'S CENTER,300 CORPORATE BLVD. SOUTH YONKERS NY 10701,WESTCHESTER,Active,Establishment Status,"August 05, 2010","August 01, 2022","July 31, 2025",,40.9683138,-73.8776061
17000,ELIZABETHTOWN COMMUNITY HOSPITAL,,C/O PHARMACY 75 PARK STREET ELIZABETHTOWN NY 12932,ESSEX,Active,Establishment Status,"February 09, 1981","March 01, 2022","February 28, 2025",,44.2157828,-73.5960064
35916,ELIZABETHTOWN COMMUNITY HOSPITAL,THE UNIVERSITY OF VERMONT HEALTH NETWORK -,ELIZABETHTOWN COMMUNITY HOSPITAL 101 ADIRONDACK DRIVE TICONDEROGA NY 12883,ESSEX,Active,Establishment Status,"November 13, 2018","November 01, 2021","October 31, 2024",,43.8494112,-73.43702739999999
34340,ELLNER PLAZA II CORP.,MAIN PHARMACY,72-71 MAIN STREET FLUSHING NY 11367,QUEENS,Active,Establishment Status,"May 04, 2016","May 01, 2022","April 30, 2025",,40.7252091,-73.82075449999999
38119,"EPIZYME, INC.",,400 TECHNOLOGY SQUARE 4TH FLR CAMBRIDGE MA 02139,,Active,Establishment Status,"February 25, 2020","February 01, 2023","January 31, 2026",,42.3639663,-71.0917551
38397,EXALENZ BIOSCIENCE INC.,,35 COLBY AVE STE 9 MANASQUAN NJ 08736,,Active,Establishment Status,"October 20, 2020","October 20, 2020","September 30, 2023",,40.1226559,-74.0470521
36627,EZ CARE RX INC.,EZ CARE PHARMACY,87 ELIZABETH ST. NEW YORK NY 10013,NEW YORK,Active,Establishment Status,"May 22, 2018","May 01, 2021","April 30, 2024",,40.718262,-73.99620999999999
39340,EZ MED SUPPLIES GROUP INC.,,1610 RICHMOND TERRACE STE #2 STATEN ISLAND NY 10310,RICHMOND,Active,Establishment Status,"February 15, 2022","February 15, 2022","January 31, 2025",,40.640004,-74.12067499999999
30240,EZ RX PHARMACY INC.,,8802 4TH AVE. BROOKLYN NY 11209,KINGS,Active,Establishment Status,"August 16, 2010","August 01, 2022","July 31, 2025",,40.6213677,-74.0291828
37064,"EZ SCRIPTS, LLC",,24340 SPERRY DRIVE WESTLAKE OH 44145,,Active,Establishment Status,"November 08, 2018","November 01, 2021","October 31, 2024",,41.4763062,-81.88722600000001
39395,EZRX CHEMISTS CORP.,,159-16 UNION TURNPIKE FRESH MEADOWS NY 11366,QUEENS,Active,Establishment Status,"March 10, 2022","March 10, 2022","February 28, 2025",,40.7201852,-73.8073975
21315,"FORDHAM PLAZA PHARMACY, INC.",PLAZA PHARMACY,2515 WEBSTER AVE. BRONX NY 10458,BRONX,Active,Establishment Status,"June 03, 1992","July 01, 2022","June 30, 2025",,40.8614756,-73.89194330000001
35975,"FOUNTAIN PLAZA PHARMACY, LLC",FOUNTAINRX,2825 W. ANDREW JOHNSON HIGHWAY MORRISTOWN TN 37814,,Active,Establishment Status,"December 28, 2017","December 01, 2020","November 30, 2023",,36.2004093,-83.3337835
17349,"FOZI, INC.",SAN JUAN PHARMACY,960 AMSTERDAM AVENUE NEW YORK NY 10025,NEW YORK,Active,Establishment Status,"January 06, 1982","February 01, 2022","January 31, 2025",,40.8013469,-73.9652933
30243,GENZYME CORPORATION,,450 WATER STREET CAMBRIDGE MA 02141,,Active,Establishment Status,"July 02, 2010","July 01, 2022","June 30, 2025",,42.37212050000001,-71.0712537
33940,GOODMAN PLAZA PHARMACY INC.,,3250 THIRD AVENUE BRONX NY 10456,BRONX,Active,Establishment Status,"November 24, 2015","November 01, 2021","October 31, 2024",,40.8243197,-73.9081959
39442,GRUM CORPORATION,AZE PHARMACY,4519 7TH AVE BROOKLYN NY 11220,KINGS,Active,Establishment Status,"April 27, 2022","April 27, 2022","March 31, 2025",,40.6447035,-74.0031922
29983,GSR PHARMACY INC.,EZ PHARMACY & SURGICALS,8-03 ASTORIA BLVD. ASTORIA NY 11102,QUEENS,Active,Establishment Status,"March 24, 2010","March 01, 2022","February 28, 2025",,40.7727507,-73.9323264
30794,H PLAZA PHARMACY INC.,MODUNA PHARMACY,253-34 NORTHERN BLVD. LITTLE NECK NY 11362,NASSAU,Active,Establishment Status,"October 03, 2011","October 01, 2020","September 30, 2023",,40.7713236,-73.7345694
