registration_number,legal_name,trade_name,address,county,status,status_label,date_first_registered,date_registered_begins,registered_through,deleted_date
035024,274 BRIGHTON BEACH DRUG INC.,PHARMACY EXPRESS,274 BRIGHTON BEACH AVE BROKKLYN NY 11235-7411,KINGS,Active,Establishment Status,"December 14, 2016","December 01, 2022","November 30, 2025",
018832,278 WILSON DRUG CORP.,,278 WILSON AVENUE BROOKLYN NY 11237,KINGS,Discontinued,Establishment Status,"October 18, 1985",,"May 08, 1987","May 08, 1987"
028392,"2818 FULTON STREET PHARMACY, INC.",FULTON PHARMACY,2818 FULTON STREET BROOKLYN NY 11207,KINGS,Active,Establishment Status,"August 28, 2007","August 01, 2022","July 31, 2025",
020226,2950 DRUG CORP.,,2950 HEMPSTEAD TURNPIKE LEVITTOWN NY 11756,NASSAU,Transfer,Establishment Status,"June 02, 1989",,"March 12, 1999","March 12, 1999"
022894,2950 DRUG CORP.,SMITH PHARMACY,2950 HEMPSTEAD TPKE. LEVITTOWN NY 11756-1398,NASSAU,Discontinued,Establishment Status,"May 21, 1996",,"July 15, 1999","July 15, 1999"
033317,2M PHARMACY INC,WEBSTER'S COMMUNITY PHARMACY,2450 NORTH LAKE AVE ALTADENA CA 91001,,Discontinued,Establishment Status,"December 31, 2014","December 31, 2014","November 30, 2017","November 30, 2017"
036518,2ND AVE RX LLC,DRUG STOP PHARMACY,2062 2ND AVE. NEW YORK NY 10029-4704,NEW YORK,Transfer,Establishment Status,"April 10, 2018","April 01, 2021","October 08, 2021","October 08, 2021"
020059,2ND AVE. DRUGS INC.,,2240 2ND AVENUE NEW YORK NY 10029,NEW YORK,Discontinued,Establishment Status,"December 13, 1988",,"July 25, 1991","July 25, 1991"
019135,2ND AVENUE FARMACIA INC.,,54-14 2ND AVE. BROOKLYN NY 11220,KINGS,Discontinued,Establishment Status,"June 05, 1986",,"November 28, 1988","November 28, 1988"
021557,2R DRUG CORP.,SUNRISE PHARMACY,111-21 JAMAICA AVE. RICHMOND HILL NY 11418,QUEENS,Active,Establishment Status,"March 17, 1993","April 01, 2022","March 31, 2025",
028317,3 W 137 PHARMACY & MEDICAL SUPPLY  INC.,FAMILY PHARMACY,3 WEST 137 STREET STORE 2 NEW YORK NY 10037,NEW YORK,Transfer,Establishment Status,"April 25, 2007","April 01, 2013","July 26, 2013","July 26, 2013"
017397,"3-9 DRUGS, INC.",FARMACIA CENTRAL,102 NAGLE AVE. NEW YORK NY 10040,NEW YORK,Discontinued,Establishment Status,"March 05, 1982","April 01, 2007","September 01, 2009","September 01, 2009"
017677,3-R PHARMACY INC,RUDMAN'S PHARMACY,189-19 JAMAICA AVE. HOLLIS NY 11423,QUEENS,Discontinued,Establishment Status,"February 17, 1983",,"January 30, 1988","January 30, 1988"
016062,"30 ROCKNE RD., INC.",IVYLEA DRUGS,2446 ELMWOOD AVE KENMORE NY 14217,ERIE,Transfer,Establishment Status,"February 15, 1978","March 01, 2007","July 29, 2008","July 29, 2008"
019118,3049 DRUG CORP.,SUPRA DRUG,3049-51 OCEAN PKWY. BROOKLYN NY 11235,KINGS,Discontinued,Establishment Status,"May 16, 1986",,"June 10, 2000","June 10, 2000"
018269,306 SUMNER PHARMACY INC.,,306 SUMNER AVE. BROOKLYN NY 11221,KINGS,Discontinued,Establishment Status,"September 05, 1984",,"December 08, 1993","December 08, 1993"
034410,30TH AVENUE PHARMACY INC.,,35-06 30TH AVENUE ASTORIA NY 11103-4623,QUEENS,Active,Establishment Status,"March 31, 2016","March 01, 2022","February 28, 2025",
031804,3110 CUIDAMED PHARMACY INC.,FARMACIA CUIDA RX MED PHARMACY,3110 THIRD AVE. BRONX NY 10451,BRONX,Transfer,Establishment Status,"June 19, 2013","June 01, 2016","October 31, 2018","October 31, 2018"
014621,3112 MERMAID DRUG & SURGICAL SUPPLY CORP.,,3112 MERMAID AVE. BROOKLYN NY 11224,KINGS,Discontinued,Establishment Status,"June 20, 1974",,"April 06, 1993","April 06, 1993"
035103,31ST & 3RD PHARMACY INC.,PARAMOUNT SPECIALTY PHARMACY,1860 WALT WHITMAN RD. MELVILLE NY 11747,SUFFOLK,Discontinued,Establishment Status,"April 04, 2017","April 01, 2020","March 15, 2021","March 15, 2021"
031325,32-24 DRUG CORP.,ATHENA'S PHARMACY,32-84 STEINWAY ST. ASTORIA NY 11103-4006,QUEENS,Active,Establishment Status,"June 06, 2012","June 01, 2021","May 31, 2024",
018297,"331 PENN SUTTER PHARMACY, INC.",,642 SUTTER AVE. BROOKLYN NY 11207,KINGS,Transfer,Establishment Status,"September 26, 1984",,"October 05, 1995","October 05, 1995"
019306,333 SWAN STREET INC.,BUFFALO PHARMACIES,333 SWAN STREET BUFFALO NY 14204,ERIE,Transfer,Establishment Status,"November 24, 1986",,"March 05, 1993","March 05, 1993"
016398,34-02 DRUG CORP.,PETER'S PHARMACY,34-02 30TH AVE. LONG ISLAND CITY NY 11103,QUEENS,Discontinued,Establishment Status,"April 05, 1979",,"October 24, 1988","October 24, 1988"
018677,341 DRUG COMPANY INC.,,341 KNICKERBOCKER AVE. BROOKLYN NY 11237,KINGS,Discontinued,Establishment Status,"June 25, 1985",,"January 19, 1995","January 19, 1995"
018348,343 DRUG MART INC.,ISLAND DRUGS & SURGICALS,343 WANTAGH AVE. LEVITTOWN NY 11756,NASSAU,Discontinued,Establishment Status,"November 05, 1984","January 01, 2005","May 29, 2007","May 29, 2007"
028449,360 KNICKER CORP.,QUICK RX,360 KNICKERBOCKER AVE BROOKLYN NY 11237,KINGS,Transfer,Establishment Status,"June 18, 2007","June 18, 2007","May 19, 2010","May 19, 2010"
026628,37-17 UNION PHARMACY CORPORATION,UNION PHARMACY,36-32 UNION STREET FLUSHING NY 11354,QUEENS,Active,Establishment Status,"May 24, 2004","May 01, 2022","April 30, 2025",
020193,379 PLAZA DRUG & SURGICAL SUPPLY CORP.,PLAZA DRUG & SURGICAL SUPPLY,381B NESCONSET PORT JEFFERSON HIGHWAY HAUPPAUGE NY 11788,SUFFOLK,Discontinued,Establishment Status,"April 21, 1989",,"July 07, 1993","July 07, 1993"
021013,3817 BROADWAY PHARMACY INC.,VIM DRUGS,3835 BROADWAY NEW YORK NY 10032,NEW YORK,Transfer,Establishment Status,"December 26, 1991","January 01, 2014","November 05, 2015","November 05, 2015"
018271,385 KNICKERBOCKER DRUG CORP.,,385 KNICKERBOCKER AVE. BROOKLYN NY 11237,KINGS,Discontinued,Establishment Status,"September 05, 1984",,"May 01, 1991","May 01, 1991"
015040,395 BROADWAY CORP,BROADWAY VARIETY DRUGS,395 BROADWAY BROOKLYN NY 11211,KINGS,Discontinued,Establishment Status,"April 01, 1975",,"June 28, 1988","June 28, 1988"
028909,3M COMPANY,3M ESPE DENTAL PRODUCTS,3M ESPE DENTAL PRODUCTS 2501 S.E. OTIS CORLEY DR BENTONVILLE AR 72712,,Discontinued,Establishment Status,"April 01, 2008","April 01, 2014","March 31, 2017","March 31, 2017"
033177,3M COMPANY,3M ESPE DENTAL PRODUCTS,2111 MCGAW AVE IRVINE CA 92614,,Not Active,Establishment Status,Not On File,,"July 09, 2015","July 09, 2015"
039251,3RD AVENUE CHEMISTS INC.,,3216 3RD AVE STORE #2 BRONX NY 10451,BRONX,Active,Establishment Status,"May 06, 2022","May 06, 2022","April 30, 2025",
019562,3RD AVENUE M & N PHARMACY INC.,,2240 THIRD AVENUE NEW YORK NY 10035,NEW YORK,Transfer,Establishment Status,"October 08, 1987",,"April 08, 1991","April 08, 1991"
022003,40-06 MAIN PHARMACY INC.,PRESCRIPTION HEADQUARTERS,40-06 MAIN ST. FLUSHING NY 11375,QUEENS,Not Active,Establishment Status,Not On File,,"July 14, 1994","July 14, 1994"
008536,"405 86TH ST. PHARMACY, INC.",GLOBE DRUG STORE,405 86TH ST. BROOKLYN NY 11209,KINGS,Active,Establishment Status,"February 11, 1960","March 01, 2022","February 28, 2025",
031475,41 AVENUE PHARMACY LLC.,AA RX PHARMACY,136-33 37TH AVENUE UNIT 1A FLUSHING NY 11354,QUEENS,Active,Establishment Status,"September 06, 2012","September 01, 2021","August 31, 2024",
021535,418 AVENUE P PHARMACEUTICAL CORP.,COMMUNITY CHEMISTS,418 AVENUE P BROOKLYN NY 11223,KINGS,Transfer,Establishment Status,"January 19, 1993",,"February 26, 1997","February 26, 1997"
018836,"4180 BROADWAY HEALTH & BEAUTY AIDS, INC.",ST. JESUS PHARMACY,4180 BROADWAY NEW YORK NY 10033,NEW YORK,Transfer,Establishment Status,"October 23, 1985",,"May 13, 1996","May 13, 1996"
022634,42 LAKE RD. PHARMACY CORP.,CONGERS DRUGS,42 LAKE RD. W. CONGERS NY 10920,ROCKLAND,Discontinued,Establishment Status,"September 12, 1995",,"November 28, 1997","November 28, 1997"
022924,420 2ND AVE DRUG CORP.,HALPERN PHARMACY,331 E. 23RD. ST. NEW YORK NY 10010,NEW YORK,Active,Establishment Status,"August 06, 1996","September 01, 2022","August 31, 2025",
022681,4402 DRUG CORP.,RX UNLIMITED,4402 13TH AVE. BROOKLYN NY 11219,KINGS,Transfer,Establishment Status,"January 26, 1996",,"December 31, 1998","December 31, 1998"
032143,45 LUDLOW PHARMACY & SURGICAL SUPPLIES CORP,THE MEDICINE CABINET PHARMACY 3,45 LUDLOW ST YONKERS NY 10705,WESTCHESTER,Active,Establishment Status,"August 28, 2013","August 01, 2022","July 31, 2025",
021407,451 3RD AVENUE DRUG CORP.,"CORNER DRUG STORE, THE",451 THIRD AVE. NEW YORK NY 10016,NEW YORK,Transfer,Establishment Status,"October 01, 1992","January 01, 2005","January 31, 2006","January 31, 2006"
022780,459 PHARMACY CORP.,GARDEN COURT PHARMACY,459 86TH ST. BROOKLYN NY 11209,KINGS,Transfer,Establishment Status,"December 12, 1995",,"July 03, 1996","July 03, 1996"
027218,"475 NEW LOTS AVENUE PHARMACY, INC.",N.L. CLINIC PHARMACY,475 NEW LOTS AVENUE BROOKLYN NY 11207,KINGS,Transfer,Establishment Status,"August 11, 2005","August 01, 2014","March 16, 2015","March 16, 2015"
017191,4818 DRUG CORP.,,4818 5TH AVE. BROOKLYN NY 11220,KINGS,Discontinued,Establishment Status,"July 21, 1981",,"July 09, 1990","July 09, 1990"
037134,"4MD MEDICAL SOLUTIONS, LLC",,15 AMERICA AVENUE SUITE 207 LAKEWOOD NJ 08701,,Not Active,Establishment Status,Not On File,,"June 08, 2020","June 08, 2020"
037098,4TH AVE DRUG STORE INC,,26 SOUTH 4TH AVE. MOUNT VERNON NY 10550,WESTCHESTER,Active,Establishment Status,"February 08, 2019","February 01, 2022","January 31, 2025",
032368,"4TH AVENUE PHARMACY, INC.",4TH AVENUE PHARMACY,5002 4TH AVE. BROOKLYN NY 11220,KINGS,Active,Establishment Status,"December 31, 2013","December 01, 2022","November 30, 2025",
031521,4TH STREET PHARMACY INC,UNIVERSITY COMPOUNDING PHARMACY,UNIVERSITY COMPOUNDING PHARMACY 1765 FOURTH AVE SAN DIEGO CA 92101,,Discontinued,Establishment Status,"September 06, 2012","September 01, 2015","October 29, 2015","October 29, 2015"
036459,"4U PHARMACY ONLINE, INC.",4U PHARMACY,217 AIRPORT PULLING RD S NAPLES FL 34104,,Discontinued,Establishment Status,"March 23, 2018","March 23, 2018","February 28, 2021","February 28, 2021"
039332,"5-LINE MEDICAL SUPPLY, LLC",,811 CHURCH ROAD STE 111 CHERRY HILL NJ 08002,,Active,Establishment Status,"December 17, 2021","December 17, 2021","November 30, 2024",
019156,5001 CHURCH AVE. PHARMACY INC.,SILVER ROD DRUGS,5001 CHURCH AVE. BROOKLYN NY 11203,KINGS,Transfer,Establishment Status,"June 30, 1986",,"June 13, 1990","June 13, 1990"
019575,5003 8TH AVENUE PHARMACY CORP.,8TH AVENUE FAMILY PHARMACY,5003 8TH AVE. BROOKLYN NY 11219,KINGS,Discontinued,Establishment Status,"October 13, 1987",,"April 01, 1988","April 01, 1988"
030880,510 FULTON AVE CORP.,BEST CHOICE PHARMACY,510 FULTON AVE. HEMPSTEAD NY 11550,NASSAU,Discontinued,Establishment Status,"September 27, 2011","September 01, 2017","February 27, 2019","February 27, 2019"
015027,5124 DRUG CORP.,PARKER & MEGNA,5124 FIFTH AVE. BROOKLYN NY 11220,KINGS,Transfer,Establishment Status,"May 01, 1975",,"September 17, 1991","September 17, 1991"
015579,513 HENRY STREET DRUG CORP.,,513 HENRY ST. BROOKLYN NY 11231-3038,KINGS,Discontinued,Establishment Status,"September 01, 1976",,"April 26, 2004","April 26, 2004"
036714,514 WILLIS AVENUE DRUG CORP,BOCA PHARMACY,514 WILLIS AVENUE BRONX NY 10455,BRONX,Transfer,Establishment Status,"August 10, 2018","August 10, 2018","July 18, 2019","July 18, 2019"
033760,520 FRANKLIN AVENUE PHARMACY INC.,,520 FRANKLIN AVE. SUITE 103 GARDEN CITY NY 11530,NASSAU,Discontinued,Establishment Status,"November 27, 2015","November 27, 2015","August 06, 2018","August 06, 2018"
022921,5247 BROADWAY DRUGS INC.,DRUG MART,5203A BROADWAY BRONX NY 10463,BRONX,Active,Establishment Status,"January 06, 1997","February 01, 2022","January 31, 2025",
035562,5407 PHARMACY INC.,LUTHERAN PHARMACY,5407 2ND AVE. BROOKLYN NY 11220-2669,KINGS,Active,Establishment Status,"July 11, 2017","July 01, 2020","June 30, 2023",
021671,545 COLUMBUS AVENUE CORP.,BRS APOTHECARY LTD.,545 COLUMBUS AVE. NEW YORK NY 10024,NEW YORK,Discontinued,Establishment Status,"July 07, 1993",,"May 31, 1996","May 31, 1996"
014561,55 WATER STREET DRUG CORP.,,55 WATER ST. NEW YORK NY 10004,NEW YORK,Discontinued,Establishment Status,"April 21, 1974",,"May 18, 1990","May 18, 1990"
031934,"5775 MAELOU DRIVE OPERATING COMPANY, LLC.",,5775 MAELOU DRIVE HAMBURG NY 14075-7419,ERIE,Active,Establishment Status,"August 06, 2013","August 01, 2022","July 31, 2025",
020057,585 MAIN ST. PHARMACY INC.,ISLIP DRUGS,585 MAIN ST. ISLIP NY 11751,SUFFOLK,Transfer,Establishment Status,"December 12, 1988",,"October 21, 1993","October 21, 1993"
020261,"58TH STREET PHARMACY, INC.",TOWN DRUG AND SURGICAL,428 WEST 59TH STREET NEW YORK NY 10019,NEW YORK,Discontinued,Establishment Status,"July 14, 1989","August 01, 2019","February 23, 2022","February 23, 2022"
031108,596 MORRIS AVENUE PHARMACY INC.,MORRISANIA PHARMACY,596 MORRIS AVE. BRONX NY 10451,BRONX,Transfer,Establishment Status,"January 19, 2012","January 01, 2015","October 05, 2017","October 05, 2017"
020130,"5TH AVE. DRUG, INC.",SALU RX MED,1805 FIFTH AVE. STORE B BAYSHORE NY 11706,SUFFOLK,Active,Establishment Status,"April 03, 1989","May 01, 2022","April 30, 2025",
027438,5TH AVENUE PHARMACY INC.,,4818 5TH AVENUE BROOKLYN NY 11220,KINGS,Active,Establishment Status,"September 27, 2005","September 01, 2020","August 31, 2023",
015410,60-24 QUEENS BLVD. PHARMACY INC.,RX KING,60-24 QUEENS BLVD. WOODSIDE NY 11377,QUEENS,Discontinued,Establishment Status,"April 07, 1976",,"April 07, 1999","April 07, 1999"
031740,6010 SUPER RX INC.,SUPERIOR PHARMACY,60-10A KISSENA BLVD. FLUSHING NY 11355,QUEENS,Transfer,Establishment Status,"February 14, 2013","February 14, 2013","February 27, 2015","February 27, 2015"
019406,"61 WEST KINGSBRIDGE PEOPLE'S DRUGS, INC.",KINGSBRIDGE DRUG,61 WEST KINGSBRIDGE RD. BRONX NY 10468,BRONX,Discontinued,Establishment Status,"March 24, 1987","April 01, 2016","March 30, 2016","March 30, 2016"
022453,623 TREMONT AVE. DRUG CORP.,TREMONT PRESCRIPTION CENTER,623 TREMONT AVE. BRONX NY 10457,BRONX,Transfer,Establishment Status,"June 05, 1995",,"September 16, 1998","September 16, 1998"
014151,"63RD ROAD PHARMACY, INC.",R & X DRUG,97-48 63RD RD. REGO PARK NY 11374,QUEENS,Transfer,Establishment Status,"March 16, 1973",,"November 16, 1994","November 16, 1994"
013240,65 SECURITY PLAN PHARMACY,,13 ASTOR PLACE   3RD FL. NEW YORK NY 10003,NEW YORK,Discontinued,Establishment Status,"February 20, 1971",,"May 30, 1990","May 30, 1990"
017665,66 BROADWAY DRUGS CORP.,GREENLAWN DRUG AND SURGICAL COMPANY,66 BROADWAY GREENLAWN NY 11740,SUFFOLK,Discontinued,Establishment Status,"January 21, 1983",,"December 13, 2004","December 13, 2004"
022529,66 NAGLE AVENUE CORP.,THERESA PHARMACY II,66 NAGLE AVE. NEW YORK NY 10040,NEW YORK,Transfer,Establishment Status,"June 22, 1995","July 01, 2010","February 24, 2012","February 24, 2012"
017367,"666 DRUG, INC.",MELROSE PHARMACY,666 CORTLANDT AVE BRONX NY 10451,BRONX,Transfer,Establishment Status,"February 01, 1982","March 01, 2010","April 26, 2011","April 26, 2011"
018793,"67 EAST BURNSIDE PHARMACY, INC.",,67 EAST BURNSIDE AVE. BRONX NY 10453,DELAWARE,Discontinued,Establishment Status,"September 23, 1985",,"November 02, 1992","November 02, 1992"
029244,"679 STANLEY AVENUE DRUGS, INC.",MARBEN PHARMACY,679 STANLEY AVE BROOKLYN NY 11207,KINGS,Active,Establishment Status,"January 20, 2009","January 01, 2021","December 31, 2023",
027216,"679 STANLEY AVENUE PHARMACY, INC.",MARBEN PHARMACY,679 STANLEY AVENUE BROOKLYN NY 11207,KINGS,Transfer,Establishment Status,"June 13, 2005","June 01, 2008","January 20, 2009","January 20, 2009"
022396,6TH AVENUE PHARMACY INC.,VALUE CARE PHARMACY,861 6TH AVE. NEW YORK NY 10001,NEW YORK,Discontinued,Establishment Status,"March 24, 1995",,"October 01, 1996","October 01, 1996"
019021,702 ROCKAWAY AVE. DRUGS INC.,K & H PHARMACY,702 ROCKAWAY AVE. BROOKLYN NY 11212,KINGS,Discontinued,Establishment Status,"March 25, 1986",,"December 21, 1992","December 21, 1992"
018435,723 DRUG CORP.,,723 GRAND ST BROOKLYN NY 11211,KINGS,Discontinued,Establishment Status,"January 14, 1985",,"September 30, 1989","September 30, 1989"
021059,727 ALLERTON DRUG CORP.,,727 ALLERTON AVE. BRONX NY 10467,BRONX,Discontinued,Establishment Status,"February 04, 1992","March 01, 2013","September 24, 2014","September 24, 2014"
029646,74-17 101 AVENUE PHARMACY INC.,CHOTU PHARMACY,74-17 101ST AVENUE OZONE PARK NY 11416,QUEENS,Not Active,Establishment Status,Not On File,,"September 25, 2009","September 25, 2009"
024771,75 BURNSIDE DRUG & SURGICAL INC.,BURNSIDE PHARMACY,75 WEST BURNSIDE AVE. BRONX NY 10453,BRONX,Active,Establishment Status,"August 30, 2000","September 01, 2022","August 31, 2025",
010439,"764 FRANKLIN AVENUE PHARMACY, INC.",,764 FRANKLIN AVE. BROOKLYN NY 11238,KINGS,Discontinued,Establishment Status,"May 11, 1964",,"May 28, 1993","May 28, 1993"
021234,786 DRUG CORP.,AISHA PHARMACY,107-16  101ST AVE. OZONE PARK NY 11416,QUEENS,Discontinued,Establishment Status,"January 28, 1992",,"June 24, 1995","June 24, 1995"
018183,"787 LIBERTY AVENUE PHARMACY, INC.",,116-09 JAMAICA AVE. RICHMOND HILL NY 11418,QUEENS,Discontinued,Establishment Status,"June 11, 1984",,"June 29, 1995","June 29, 1995"
018506,791 MORRIS DRUG CORP.,BINA DRUG,1630 PITKIN AVE. BROOKLYN NY 11212,KINGS,Active,Establishment Status,"March 14, 1985","April 01, 2022","March 31, 2025",
028134,7TH AVENUE CHEMIST INC,,679 60TH STREET UNIT B BROOKLYN NY 11220,KINGS,Discontinued,Establishment Status,"December 20, 2006","November 01, 2018","April 28, 2021","April 28, 2021"
033310,7TH AVENUE PHARMACY INC.,,5412 7TH AVENUE BROOKLYN NY 11220-3123,KINGS,Active,Establishment Status,"January 23, 2015","January 01, 2021","December 31, 2023",
101297,"8 IN 1 PET PRODUCTS, INC.",,2100 PACIFIC ST. HAUPPAUGE NY 11788,SUFFOLK,Transfer,Establishment Status,"May 19, 1978",,"July 16, 2001","July 16, 2001"
014048,81 AVENUE O DRUG & SURGICAL SUPPLY CORP.,"MEDICINE CABINET II, THE",81 AVENUE O BROOKLYN NY 11204,KINGS,Discontinued,Establishment Status,"January 29, 1973",,"June 05, 1990","June 05, 1990"
017206,81-20 DRUG CORP.,DISCO ROOSEVELT DRUGS,"81-20 ROOSEVELT AVENUE JACKSON HEIGHTS, NY 11372",QUEENS,Transfer,Establishment Status,"August 05, 1981",,"May 21, 1991","May 21, 1991"
011868,815 TONAWANDA ST. CORPORATION,FAY'S LEADER DRUG,801 TONAWANDA ST. BUFFALO NY 14207,ERIE,Transfer,Establishment Status,"October 02, 1967",,"April 10, 1998","April 10, 1998"
020292,82 COLUMBUS CORP.,PARK WEST PHARMACY,461 COLUMBUS AVE. NEW YORK NY 10024,NEW YORK,Active,Establishment Status,"September 07, 1989","October 01, 2022","September 30, 2025",
023033,824 DRUG CORP.,NORTHPORT PHARMACY,824 FORT SALONGA RD. NORTHPORT NY 11768,SUFFOLK,Discontinued,Establishment Status,"October 04, 1996",,"November 22, 2004","November 22, 2004"
023034,824 DRUG CORP.,NORTHPORT PHARMACY,824 FORT SALONGA RD. NORTHPORT NY 11768,SUFFOLK,Discontinued,Establishment Status,"October 04, 1996",,"March 11, 2004","March 11, 2004"
020257,83-01 37TH AVENUE CORP.,CARROLL DRUGS,83-01 37TH AVE. JACKSON HEIGHTS NY 11372,QUEENS,Discontinued,Establishment Status,"July 07, 1989",,"July 28, 1998","July 28, 1998"
018462,86 DRUG CORP.,RALPH PHARMACY,86 RALPH AVE. BROOKLYN NY 11221,KINGS,Discontinued,Establishment Status,"February 07, 1985","March 01, 2007","March 12, 2008","March 12, 2008"
025929,86TH STREET COMMUNITY PHARMACY CORP.,,2789 86TH ST. BROOKLYN NY 11223,KINGS,Active,Establishment Status,"May 28, 2003","June 01, 2022","May 31, 2025",
029877,870 SOUTHERN DRUG CORP.,AVITA PHARMACY 1064,924 MYRTLE AVE. BROOKLYN NY 11206-7295,KINGS,Active,Establishment Status,"December 16, 2009","December 01, 2021","November 30, 2024",
029530,872 HPA DRUG CORP,BOCA PHARMACY,736 E. 152ND STREET BRONX NY 10455,BRONX,Transfer,Establishment Status,"July 21, 2009","July 01, 2018","August 06, 2018","August 06, 2018"
028542,872 HUNTS POINT PHARMACY INC,BOCA PHARMACY,872 HUNTS POINT AVENUE BRONX NY 10474,BRONX,Discontinued,Establishment Status,"September 05, 2007","September 05, 2007","August 21, 2008","August 21, 2008"
017410,882 E. 180TH STREET DRUG CORP.,HONEY WELL DRUGS,882 E. 180TH ST. BRONX NY 10460,BRONX,Discontinued,Establishment Status,"March 29, 1982",,"September 13, 1991","September 13, 1991"
026359,88TH STREET DRUG CORP.,,1695 FIRST AVE. NEW YORK NY 10128,NEW YORK,Transfer,Establishment Status,"November 19, 2003","December 01, 2013","March 20, 2014","March 20, 2014"
022652,"8TH AVENUE DRUGS & SURGICALS, INC.",,C/O PHARMACY 4821 8TH AVE. BROOKLYN NY 11220,KINGS,Discontinued,Establishment Status,"September 05, 1995","October 01, 2010","August 31, 2012","August 31, 2012"
024757,"8TH AVENUE DRUGS & SURGICALS,INC.",,4821 8TH AVE. BROOKLYN NY 11220,KINGS,Discontinued,Establishment Status,"January 30, 2001","February 01, 2010","August 31, 2012","August 31, 2012"
029000,909 COLUMBUS RX CORP.,QUICKRX,909 COLUMBUS AVE NEW YORK NY 10025,NEW YORK,Transfer,Establishment Status,"November 18, 2008","November 01, 2020","October 27, 2020","October 27, 2020"
038229,909 COLUMBUS RX NY LLC,QUICK RX,909 COLUMBUS AVE. NEW YORK NY 10025,NEW YORK,Active,Establishment Status,"October 27, 2020","October 27, 2020","September 30, 2023",
036485,92 DRUGS INC.,92 PHARMACY,1938 SECOND AVE. NEW YORK NY 10029-6303,NEW YORK,Active,Establishment Status,"April 04, 2018","April 01, 2021","March 31, 2024",
016392,940 FOURTH AVENUE CORP.,VICTOR'S PHARMACY,940 4TH AVE. BROOKLYN NY 11232,KINGS,Transfer,Establishment Status,"April 02, 1979",,"November 18, 1993","November 18, 1993"
017003,10 MONROE DRUG CORP.,VILLAGE SHOPPE PHARMACY,61 CATHERINE ST NEW YORK NY 10038,NEW YORK,Transfer,Establishment Status,"December 08, 1980",,"December 07, 1988","December 07, 1988"
015273,106 GRAHAM AVE. PHARMACY INC.,FAMACIA SALUD,106 GRAHAM AVE. BROOKLYN NY 11206,KINGS,Transfer,Establishment Status,"December 20, 1975",,"October 07, 1997","October 07, 1997"
014817,108TH ST. PHARMACY INC.,3RD AVE. PRESCRIPTION CENTER,1980 THIRD AVE. NEW YORK NY 10029,NEW YORK,Transfer,Establishment Status,"November 30, 1974",,"March 23, 1998","March 23, 1998"
036469,10TH AVE PHARMACY INC,,4311 10TH AVE. BROOKLYN NY 11219,KINGS,Not Active,Establishment Status,Not On File,,"July 24, 2018","July 24, 2018"
017315,"1100 KENMORE AVE., INC.",BUFFALO PHARMACIES,1100 KENMORE AVENUE BUFFALO NY 14216,ERIE,Transfer,Establishment Status,"November 19, 1981",,"March 05, 1993","March 05, 1993"
018182,115 IRVING AVENUE PHARMACY INC.,,235 WYCKOFF AVE. BROOKLYN NY 11237-5303,KINGS,Discontinued,Establishment Status,"June 11, 1984","July 01, 2016","September 08, 2016","September 08, 2016"
035113,115 IRVING AVENUE PHARMACY INC.,ATLANTIC PHARMACY & SURGICAL SUPPLIES,1706-B ATLANTIC AVE. BROOKLYN NY 11213,KINGS,Transfer,Establishment Status,"December 27, 2016","December 27, 2016","April 19, 2019","April 19, 2019"
022223,1157 BLAKE AVENUE PHARMACY CORP.,EBONY PHARMACY,1157 BLAKE AVE. BROOKLYN NY 11208,KINGS,Discontinued,Establishment Status,"October 19, 1994",,"October 07, 1998","October 07, 1998"
016941,120 E. PROSPECT AVE. DRUG CORP.,"PRESCRIPTION STORE, THE",120 E. PROSPECT AVE. MT. VERNON NY 10550,WESTCHESTER,Discontinued,Establishment Status,"October 29, 1980",,"June 18, 1998","June 18, 1998"
027272,121-16 LIBERTY AVENUE DRUGS INC.,CPW PHARMACY,121-16 LIBERTY AVE. RICHMOND HILL NY 11419-2112,QUEENS,Transfer,Establishment Status,"June 22, 2005","June 01, 2011","December 10, 2012","December 10, 2012"
028122,1219 FIRST AVENUE PHARMACY INC.,CHEMIST PHARMACY,93-30 43RD AVE. ELMHURST NY 11373,QUEENS,Discontinued,Establishment Status,"November 20, 2006","October 01, 2012","December 22, 2014","December 22, 2014"
027415,1225 FULTON AVENUE PHARMACY INC.,BEST CARE PHARMACY,1967 WESTCHESTER AVE. BRONX NY 10462,BRONX,Transfer,Establishment Status,"December 09, 2005","December 01, 2017","July 13, 2018","July 13, 2018"
034982,1325 FIFTH AVE. DRUGS INC.,OCEANSIDE PHARMACY & SUPERMARKET,3206 MERMAID AVE. BROOKLYN NY 11224-1810,KINGS,Active,Establishment Status,"November 18, 2016","November 01, 2022","October 31, 2025",
015748,133 DRUG CORP.,LAKEVIEW PHARMACY,133 LAKEVIEW AVE. LYNBROOK NY 11563,NASSAU,Active,Establishment Status,"February 19, 1977","March 01, 2022","February 28, 2025",
009951,1350 MADISON AVE. INC.,REXALL DRUGS,1335 MADISON AVE. NEW YORK NY 10128,NEW YORK,Discontinued,Establishment Status,"May 01, 1963",,"December 12, 2002","December 12, 2002"
027217,"1368 LINDEN BOULEVARD PHARMACY, INC.",LINDEN PHARMACY,1368 LINDEN BOULEVARD BROOKLYN NY 11212,KINGS,Transfer,Establishment Status,"July 11, 2005","July 01, 2008","February 13, 2009","February 13, 2009"
